Name,Market_cap,Price,Change(24)
BBSCoin,"$50,429.73",$5.05e-7,14.00%
Global Currency Reserve,"$49,142.07",$0.000459,0.00%
2GIVE,"$49,034.55",$0.000094,0.00%
MetaMorph,"$49,008.58",$0.000278,2.16%
CDX Network,"$48,814.19",$0.001500,0.00%
Bitcoiin,"$48,687.40",$0.000923,49.50%
Guaranteed Ethurance Token Extra,"$48,434.12",$0.000161,0.00%
Fire Lotto,"$48,201.35",$0.001754,-42.26%
Thore Cash,"$47,952.74",$0.000871,0.48%
GlobalToken,"$47,758.80",$0.000455,-1.27%
Social Activity Token,"$46,876.22",$0.000369,-19.83%
BTC Lite,"$46,572.62",$0.002491,0.14%
Mainstream For The Underground,"$46,408.39",$0.000043,-48.66%
PRASM,"$46,397.65",$0.000021,0.00%
ImageCash,"$46,298.03",$0.009847,0.96%
Impleum,"$46,238.41",$0.006184,0.21%
Doge Token,"$46,012.48",$0.000005,29.17%
OPCoinX,"$45,348.88",$0.000277,0.22%
BlockMesh,"$45,312.30",$0.000166,-1.95%
Commercium,"$44,955.05",$0.001015,-0.15%
NetKoin,"$44,880.24",$0.000010,0.70%
MultiCoinCasino,"$44,782.47",$0.009314,-0.89%
Cheesecoin,"$44,665.93",$0.000112,1.03%
VULCANO,"$44,571.65",$0.000185,-33.19%
Klimatas,"$44,318.75",$0.061307,-18.92%
SuperCoin,"$43,753.35",$0.000831,7.58%
PluraCoin,"$43,178.08",$0.000092,0.21%
Regalcoin,"$42,924.17",$0.003354,0.00%
Authorship,"$42,910.15",$0.000429,31.34%
Narrative,"$42,899.71",$0.000520,-0.22%
Stellar Classic,"$42,886.91",$0.000057,-6.58%
BitStation,"$42,868.14",$0.000009,0.00%
Anoncoin,"$42,781.90",$0.020273,0.49%
ATBCoin,"$42,727.80",$0.001016,-37.10%
SkinCoin,"$42,707.84",$0.000484,1.77%
Bela,"$42,689.71",$0.000906,0.00%
Blockburn,"$42,627.44",$0.000054,5.08%
BLOC.MONEY,"$42,451.55",$0.002769,-6.06%
Asian Dragon,"$42,349.99",$0.000801,1.38%
TOKYO,"$42,268.07",$0.000155,0.00%
No BS Crypto,"$42,209.10",$0.000034,-2.95%
Thar Token,"$41,730.05",$0.053232,0.00%
Kind Ads Token,"$41,213.35",$0.000976,1.34%
BitCoen,"$40,977.29",$0.005854,2.82%
PDATA,"$40,847.51",$0.000092,0.21%
Swapcoinz,"$40,821.56",$0.003852,-30.90%
KAASO,"$40,777.14",$0.000405,-13.50%
Aigang,"$40,693.01",$0.001390,6.00%
Blocktix,"$40,611.86",$0.001015,120.49%
Moin,"$40,426.78",$0.004338,14.89%
XMCT,"$40,252.68",$0.000382,0.00%
Xuez,"$40,094.73",$0.010707,-3.16%
Linfinity,"$39,549.45",$0.000044,3.26%
BLAST,"$39,431.81",$0.000891,0.22%
BitRent,"$39,199.75",$0.000047,0.00%
CommunityGeneration,"$38,727.86",$0.000092,-0.16%
PUBLYTO Token,"$38,448.20",$0.000026,0.00%
Cryptojacks,"$38,405.53",$0.000094,0.00%
Freyrchain,"$37,696.21",$0.000075,0.00%
Aricoin,"$37,603.66",$0.000277,-1.57%
DOWCOIN,"$37,370.80",$0.003155,0.00%
Arqma,"$37,303.85",$0.006697,0.34%
Seal Network,"$37,163.44",$0.000072,0.07%
EtherInc,"$37,037.56",$0.000116,114.00%
Abitshadow Token,"$36,965.30",$0.000179,-2.73%
Streamit Coin,"$36,931.93",$0.002798,-0.66%
Agora,"$36,911.22",$0.000983,3.22%
Thingschain,"$36,797.76",$0.000003,-0.35%
Adzcoin,"$36,792.16",$0.000738,11.77%
VoteCoin,"$36,776.21",$0.000369,-3.15%
Biotron,"$36,531.71",$0.000554,15.14%
Advanced Technology Coin,"$36,238.41",$0.001266,0.00%
DraftCoin,"$36,201.41",$0.004153,-7.96%
Asura Coin,"$36,134.20",$0.000164,75.18%
HOLD,"$35,513.96",$0.000050,0.15%
PureVidz,"$35,239.77",$0.000281,0.00%
Mobile Crypto Pay Coin,"$35,157.81",$0.004052,-4.20%
Guider,"$35,018.92",$0.000141,0.07%
Connect Coin,"$35,002.82",$0.000898,2.65%
iTicoin,"$34,769.66",$1.09,-1.20%
SelfSell,"$34,623.19",$0.000089,-1.19%
TRAXIA,"$34,604.45",$0.000105,3.02%
UChain,"$34,482.80",$0.000113,-0.14%
Arepacoin,"$34,207.76",$0.002012,0.40%
SteepCoin,"$33,505.75",$0.000185,0.21%
Italo,"$33,496.41",$0.007548,1.95%
AirWire,"$33,243.98",$0.000277,50.31%
Ethouse,"$33,222.57",$0.000470,0.00%
Joint Ventures,"$33,043.35",$0.001485,41.53%
FantasyGold,"$32,980.07",$0.002031,-2.61%
Worldcore,"$32,877.75",$0.000185,0.22%
BitRewards,"$32,876.79",$0.000096,14.40%
XGOX,"$32,858.98",$0.000014,-3.25%
UNICORN Token,"$32,282.67",$0.000302,0.00%
IFX24,"$32,254.68",$0.010752,27.00%
PRiVCY,"$32,010.03",$0.001939,0.25%
Bitcoin Zero,"$31,676.45",$0.001100,0.68%
SnodeCoin,"$31,654.46",$0.000735,0.00%
APR Coin,"$31,390.81",$0.002400,-20.77%
ConnectJob,"$31,345.37",$0.000278,0.00%
HYPNOXYS,"$31,287.80",$0.000002,0.00%
Cryptrust,"$30,632.91",$0.000004,-6.41%
Exosis,"$30,462.92",$0.074052,0.34%
InternationalCryptoX,"$30,133.40",$0.000070,0.00%
ChessCoin,"$30,101.50",$0.000557,0.00%
GuccioneCoin,"$30,066.07",$0.001482,0.00%
SophiaTX,"$29,940.28",$0.000090,0.00%
Eternity,"$29,754.60",$0.003589,0.00%
BitWhite,"$29,728.96",$0.000818,7.38%
More Coin,"$29,720.50",$0.014860,-0.45%
ClearPoll,"$29,720.46",$0.004246,24.59%
TransferCoin,"$29,098.81",$0.003507,-0.21%
BitStash,"$28,793.04",$0.000010,0.00%
TajCoin,"$28,761.51",$0.001661,0.22%
Rubies,"$28,729.02",$0.002758,0.00%
Herbalist Token,"$28,048.54",$0.000003,-96.06%
Hyper Speed Network,"$27,843.35",$0.000226,-73.55%
WABnetwork,"$27,674.79",$0.000003,-13.41%
CYBR Token,"$27,653.96",$0.000739,0.00%
MojoCoin,"$27,283.88",$0.002222,0.00%
bitGold,"$27,123.38",$143.14,0.00%
Coinchase Token,"$26,561.73",$0.000017,0.05%
IGToken,"$26,536.65",$0.000007,-1.09%
HyperQuant,"$26,179.01",$0.000278,-0.75%
RPICoin,"$26,087.79",$0.000028,0.21%
Jade Currency,"$25,936.21",$0.000461,0.21%
EZOOW,"$25,884.99",$0.000002,0.00%
ZeusNetwork,"$25,843.91",$3.69e-7,-23.25%
Galilel,"$25,105.40",$0.001292,-15.39%
Ellaism,"$25,022.17",$0.001292,40.30%
TrueVett,"$24,602.21",$0.000138,0.00%
SmartCoin,"$24,524.30",$0.000844,0.00%
CFun,"$24,430.95",$0.000057,0.00%
Level Up Coin,"$24,058.34",$0.000024,0.00%
CyberMusic,"$23,922.74",$0.000002,49.03%
ELTCOIN,"$23,538.01",$0.000262,38.76%
Iungo,"$23,377.57",$0.000584,0.00%
MESG,"$23,354.71",$0.000321,0.00%
Italian Lira,"$23,074.92",$9.23e-7,-49.90%
BitNautic Token,"$22,892.39",$0.001200,-5.45%
BitcoiNote,"$22,698.57",$0.001938,-12.41%
xEURO,"$22,552.30",$1.10,-5.52%
JSECOIN,"$22,514.35",$0.000051,0.00%
GoHelpFund,"$22,423.59",$0.001846,0.21%
YENTEN,"$22,230.65",$0.000913,9.16%
Arion,"$22,197.81",$0.001754,-14.85%
Blocklancer,"$22,177.84",$0.000185,0.22%
SF Capital,"$22,151.81",$0.000222,33.62%
ROIyal Coin,"$22,131.55",$0.016245,9.39%
STRAKS,"$22,021.69",$0.000923,-3.79%
Payfair,"$21,997.55",$0.000559,-15.80%
Digiwage,"$21,719.18",$0.000461,0.21%
EDRCoin,"$21,373.53",$0.007292,-12.03%
Bitcoin Classic,"$20,831.24",$0.034710,2.96%
Origami,"$20,635.88",$0.004883,0.00%
RefToken,"$20,519.26",$0.020417,0.00%
Ether Kingdoms Token,"$20,421.19",$0.002675,-1.13%
Octoin Coin,"$20,085.68",$0.036181,5.89%
Cream,"$20,023.74",$0.000444,-5.78%
Provoco Token,"$19,956.35",$2.00e-8,99.71%
Acoin,"$19,932.58",$0.016337,-10.41%
Onix,"$19,765.57",$0.000185,99.63%
Intelligent Trading Foundation,"$19,561.72",$0.001993,0.00%
ShowHand,"$19,311.77",$3.12e-7,-4.93%
ShareX,"$19,004.91",$0.000029,0.00%
GoldBlocks,"$18,961.75",$0.001218,0.00%
Theresa May Coin,"$18,830.04",$0.000188,0.00%
Neural Protocol,"$18,771.24",$0.000002,-2.61%
Soverain,"$18,721.52",$0.002270,8.26%
EagleX,"$18,598.48",$0.000554,-14.11%
Kabberry Coin,"$18,322.32",$0.000923,-1.44%
Universal Currency,"$17,673.40",$0.001108,0.00%
GeyserCoin,"$17,659.11",$0.014287,0.08%
SHPING,"$17,622.33",$0.000012,-16.54%
GenesisX,"$17,556.47",$0.001661,6.97%
4NEW,"$17,460.79",$0.000286,-0.69%
YoloCash,"$17,270.45",$0.000585,17.05%
Elementrem,"$17,218.37",$0.000657,0.00%
EOS TRUST,"$17,139.68",$0.000002,0.00%
Zealium,"$16,544.44",$0.001200,-0.43%
PayCoin,"$16,530.40",$0.001378,0.00%
Gexan,"$16,467.39",$0.006304,14.58%
Decentralized Asset Trading Platform,"$16,453.93",$0.000001,7.71%
Zurcoin,"$16,426.53",$0.000187,0.00%
EUNOMIA,"$16,153.85",$9.84e-7,2.65%
EthereumX,"$16,101.79",$0.000185,-44.92%
Gold Poker,"$16,023.89",$0.003046,17.68%
SCRIV NETWORK,"$15,987.28",$0.000646,-19.17%
SONDER,"$15,618.99",$0.000092,0.00%
Galactrum,"$15,609.59",$0.003046,-1.36%
Ccore,"$15,585.71",$0.009168,176.48%
nDEX,"$15,476.06",$0.000001,7.06%
Castle,"$15,332.25",$0.000831,-2.21%
DeltaChain,"$15,296.30",$0.000002,-1.27%
GoPower,"$15,001.11",$0.000185,-4.44%
Coin2.1,"$14,924.12",$0.000191,0.00%
BriaCoin,"$14,868.62",$0.020000,0.00%
bitSilver,"$14,824.75",$1.19,0.00%
MarteXcoin,"$14,824.28",$0.003600,-4.67%
P2P Global Network,"$14,666.97",$0.000337,119.49%
Waletoken,"$14,337.83",$7.20e-7,3.60%
Centurion,"$14,336.69",$0.000185,97.35%
FuzzBalls,"$14,311.30",$0.002963,0.00%
WITChain,"$14,063.85",$0.000007,0.00%
Atheios,"$14,059.72",$0.000461,-16.49%
Natmin Pure Escrow,"$13,836.05",$0.000086,6.58%
Bitcoin Adult,"$13,751.30",$0.000323,16.29%
ARAW,"$13,751.24",$0.000007,37.69%
MedicCoin,"$13,472.81",$0.000045,-0.91%
Citadel,"$13,161.98",$0.001200,0.22%
BERNcash,"$13,132.19",$0.000184,0.09%
KWHCoin,"$13,010.25",$0.000007,0.15%
Spectrum,"$12,865.19",$0.000011,-1.48%
Stakinglab,"$12,527.65",$0.030920,-2.13%
Cyber Movie Chain,"$12,476.83",$6.24e-7,-3.56%
DNotes,"$12,464.45",$0.000092,83.44%
ALAX,"$12,403.76",$0.000598,0.00%
InterCrone,"$12,289.16",$0.000831,-7.63%
Titcoin,"$12,240.53",$0.000185,-0.30%
Havy,"$12,222.19",$0.000002,-7.00%
Stipend,"$12,158.86",$0.001055,0.00%
Phonecoin,"$12,036.79",$0.000092,0.31%
BoostCoin,"$11,996.45",$0.001012,-0.13%
Blakecoin,"$11,990.10",$0.000450,-2.34%
Fantasy Sports,"$11,939.19",$0.002634,-26.81%
Netrum,"$11,870.01",$0.005547,-33.40%
EnterCoin,"$11,824.07",$0.003600,-2.30%
PostCoin,"$11,727.24",$0.000739,0.00%
Ratecoin,"$11,687.60",$0.000095,0.00%
Bionic,"$11,682.86",$0.000022,-1.21%
ParkByte,"$11,641.03",$0.002444,0.00%
Global Crypto Alliance,"$11,636.80",$0.000148,0.21%
Tourist Token,"$11,491.56",$0.000003,-5.87%
Save Environment Token,"$11,355.41",$0.011818,0.00%
Bulleon,"$11,215.27",$0.010230,0.05%
NevaCoin,"$11,175.40",$0.002162,0.00%
Datacoin,"$10,996.45",$0.000277,0.47%
AceD,"$10,972.40",$0.000923,0.22%
BitGuild PLAT,"$10,871.26",$0.000183,0.48%
Absolute,"$10,793.38",$0.000835,0.00%
Eva Cash,"$10,771.47",$0.011968,2.62%
Alpha Coin,"$10,607.81",$0.000340,41.07%
SkyHub Coin,"$10,497.49",$0.016315,-5.58%
X-Coin,"$10,476.48",$0.000846,0.00%
UOS Network,"$10,461.50",$0.000738,-5.38%
Desire,"$10,426.57",$0.001015,10.24%
Spectiv,"$10,361.02",$0.000047,22.04%
wys Token,"$10,355.87",$0.000101,0.00%
Dreamcoin,"$10,312.34",$0.003969,-12.07%
Open Trading Network,"$10,309.35",$0.005092,0.00%
Magic Cube Coin,"$10,268.95",$0.000087,2.01%
Beacon,"$10,143.40",$0.019370,-6.63%
TravelNote,"$9,960.79",$0.004626,0.44%
Carebit,"$9,891.31",$0.000065,110.42%
Signatum,"$9,888.68",$0.000092,0.00%
Digital Money Bits,"$9,799.82",$0.000092,-2.49%
INDINODE,"$9,709.79",$0.000009,-54.90%
Fivebalance,"$9,686.39",$0.000017,0.00%
Apollon,"$9,600.06",$0.000065,75.38%
ArbitrageCT,"$9,561.19",$0.000091,0.00%
Trexcoin,"$9,293.19",$0.000009,42.44%
iBTC,"$9,228.68",$0.000185,149.96%
JavaScript Token,"$9,202.53",$0.001151,0.00%
SparksPay,"$9,201.50",$0.001135,-0.99%
ICOBID,"$8,950.56",$0.000084,0.00%
Kora Network Token,"$8,858.25",$0.000026,0.15%
Vivid Coin,"$8,738.91",$0.001135,-18.23%
CryptoFlow,"$8,493.98",$0.000092,-0.59%
onLEXpa,"$8,475.87",$0.000046,-75.26%
FUTURAX,"$8,418.51",$0.000002,5.05%
ARbit,"$8,123.88",$0.000750,0.00%
bitJob,"$8,093.92",$0.000092,0.08%
FidexToken,"$8,066.06",$2.77e-7,-12.87%
Phantomx,"$8,055.21",$0.000166,-74.86%
Jupiter,"$7,834.31",$0.000576,0.26%
CustomContractNetwork,"$7,815.56",$0.000005,0.00%
Japan Content Token,"$7,734.21",$0.000026,-77.98%
High Voltage,"$7,665.35",$0.005130,0.00%
Zayedcoin,"$7,647.67",$0.001225,0.00%
Rupaya,"$7,593.94",$0.000471,32.65%
CCUniverse,"$7,585.84",$0.000020,-2.74%
Shivers,"$7,483.47",$0.000137,0.00%
1X2 COIN,"$7,254.38",$0.001421,18.00%
SpreadCoin,"$7,231.86",$0.000648,0.00%
Akroma,"$7,080.30",$0.000369,33.62%
Bitcoinus,"$6,940.65",$2.00e-8,99.71%
XOVBank,"$6,925.72",$0.000053,-4.09%
TokenDesk,"$6,776.33",$0.000461,-1.55%
Dalecoin,"$6,631.04",$0.006631,0.00%
Couchain,"$6,334.39",$4.80e-7,10.09%
Bitcoin 21,"$6,094.73",$0.007685,0.00%
Electrum Dark,"$6,090.58",$0.001562,13.77%
Peerguess,"$6,053.77",$0.000100,0.00%
SongCoin,"$6,025.30",$0.000185,0.00%
GINcoin,"$5,912.79",$0.000737,0.80%
LiteBitcoin,"$5,903.25",$0.000204,8.31%
EVOS,"$5,874.01",$0.000554,-13.77%
MASTERNET,"$5,854.22",$0.000185,-2.15%
WXCOINS,"$5,722.58",$0.000185,100.41%
Crowdholding,"$5,703.25",$0.000028,0.00%
Luna Coin,"$5,670.10",$0.003323,0.22%
Litecred,"$5,581.63",$0.000185,0.00%
Nyerium,"$5,500.08",$0.000185,-33.19%
BitCoal,"$5,399.53",$0.001200,-23.36%
Gratz,"$5,360.49",$0.000173,0.00%
e-Chat,"$5,255.01",$0.000274,0.00%
VectorAI,"$5,108.58",$0.000278,0.00%
Dragon Option,"$5,095.17",$0.000041,0.32%
CPUchain,"$5,035.87",$0.000277,0.19%
Xenoverse,"$4,925.78",$0.000923,0.21%
Helper Search Token,"$4,883.21",$5.76e-7,33.53%
Coinonat,"$4,864.96",$0.000564,0.00%
Independent Money System,"$4,864.87",$0.000906,0.00%
Crystal Clear ,"$4,774.60",$0.000834,0.00%
AmsterdamCoin,"$4,658.52",$0.000093,0.76%
Ragnarok,"$4,496.46",$0.000277,-3.37%
Californium,"$4,487.88",$0.001834,0.00%
BunnyToken,"$4,481.43",$0.000017,0.00%
Dash Green,"$4,475.40",$0.001945,10.03%
Nekonium,"$4,421.80",$0.000368,0.02%
Mirai,"$4,377.56",$0.001276,-4.58%
Quebecoin,"$4,335.82",$0.000647,0.00%
Dollarcoin,"$4,216.17",$0.000463,0.00%
Escroco Emerald,"$4,138.41",$0.000005,0.00%
BowsCoin,"$4,108.42",$0.000740,0.00%
Prime-XI,"$4,063.21",$0.000185,0.00%
Comet,"$4,028.10",$0.004615,-2.19%
Cabbage,"$3,960.51",$0.000377,0.00%
MustangCoin,"$3,950.99",$0.006268,0.09%
FundRequest,"$3,784.82",$0.000079,0.00%
Dollar International,"$3,665.99",$0.106145,1.05%
Quantis Network,"$3,651.44",$0.000092,0.00%
CrevaCoin,"$3,297.84",$0.000091,0.00%
PAXEX,"$3,278.57",$0.000187,-32.89%
Simmitri,"$3,227.64",$0.000046,0.00%
PLNcoin,"$3,149.92",$0.000184,0.06%
VikkyToken,"$3,127.07",$8.39e-7,0.05%
MiloCoin,"$3,000.63",$0.000278,0.00%
MNPCoin,"$2,630.16",$0.001200,-18.57%
SpeedCash,"$2,552.11",$0.004440,0.00%
Experience Points,"$2,465.42",$0.000002,0.00%
PlatinumBAR,"$2,392.54",$0.001108,-19.83%
Veltor,"$2,340.58",$0.004218,0.00%
Eurocoin,"$2,314.01",$0.000186,0.00%
Decentralized Crypto Token,"$2,287.45",$0.000002,0.00%
BitMoney,"$2,284.35",$0.000028,-57.02%
Crystal Token,"$2,259.00",$0.004003,16.50%
Nibble,"$2,199.59",$0.006738,-2.71%
HollyWoodCoin,"$2,152.38",$0.000091,0.00%
Fintab,"$2,099.78",$0.000755,0.00%
Cannation,"$2,057.54",$0.000831,-35.92%
Storeum,"$2,008.28",$0.000007,50.22%
LiteCoin Ultra,"$2,004.73",$0.001944,0.00%
Flit Token,"$1,954.93",$5.84e-7,0.12%
SocialCoin,"$1,936.97",$0.000184,-33.06%
MoX,"$1,858.70",$0.000370,0.36%
BenjiRolls,"$1,835.26",$0.000091,0.00%
PAWS Fund,"$1,832.86",$0.000959,0.00%
PosEx,"$1,812.31",$0.000739,0.00%
SONO,"$1,731.85",$0.000831,-12.71%
iBank,"$1,673.83",$0.000370,0.38%
BROTHER,"$1,611.20",$0.000010,0.00%
Staker,"$1,568.81",$0.001032,0.00%
Bitvolt,"$1,512.98",$0.000091,0.00%
Silverway,"$1,504.53",$0.000010,7.20%
Project-X,"$1,442.25","$18,428.06",0.05%
Secrets of Zurich,"$1,382.66",$0.000001,0.00%
Qbic,"$1,315.23",$0.000281,0.00%
Helpico,"$1,290.17",$0.054605,-44.91%
Wild Beast Block,"$1,258.14",$0.006916,-1.05%
ICOCalendar.Today,"$1,226.33",$0.000002,-66.69%
X12 Coin,"$1,006.55",$0.000083,0.00%
LitecoinToken,$936.82,$9.99e-9,-0.17%
Xchange,$912.86,$0.000094,0.00%
Dinero,$908.48,$0.000102,0.22%
Iconic,$873.82,$0.001474,0.02%
Concoin,$771.62,$0.001037,0.00%
Benz,$757.79,$0.000127,141.26%
Abulaba,$735.65,$0.000049,0.00%
Zoomba,$695.85,$0.000028,0.00%
QYNO,$694.66,$0.000646,29.16%
Cointorox,$637.12,$0.000115,0.00%
Save and Gain,$562.39,$0.000183,0.00%
Dystem,$482.51,$0.000075,0.00%
999,$466.14,$0.000002,0.00%
Posscoin,$448.53,$1.49e-8,0.00%
PonziCoin,$397.29,$0.000461,0.19%
Argus,$318.06,$0.000277,0.00%
LRM Coin,$92.37,$0.000009,0.00%
UltraNote Coin,$90.86,$4.43e-7,0.17%
Newton Coin Project,$75.29,$7.78e-7,0.00%
HarmonyCoin,$54.27,$0.000097,0.00%
Bitcoin Vault,$?,$340.17,4.87%
WaykiChain Governance Coin,$?,$0.006226,-3.57%
Xenon,$?,$0.000516,-2.44%
NDN Link,$?,$0.016025,0.71%
xDai,$?,$3.01,-11.00%
Ontology Gas,$?,$0.189497,5.32%
Filecoin [Futures],$?,$18.14,-12.14%
Orient Walt,$?,$0.493602,0.27%
8X8 PROTOCOL,$?,$0.149165,0.04%
BKEX Token,$?,$0.076830,-0.48%
BeautyPayCoin,$?,$0.505106,0.54%
Soda Coin,$?,$0.020562,1.42%
Bitsonic,$?,$0.048879,3.31%
CryptoEnergy,$?,$37.13,-0.82%
Arweave,$?,$1.58,-3.00%
Lux Bio Cell,$?,$0.007511,0.40%
ECOChain,$?,$1.76,-0.92%
Building Cities Beyond Blockchain,$?,$1.84,-1.23%
FairGame,$?,$0.002092,4.90%
VARC,$?,$0.006672,4.19%
MeconCash,$?,$0.095497,0.84%
Echoin,$?,$0.003436,0.89%
ABCC Token,$?,$0.024165,-0.38%
Tweebaa,$?,$2.81,1.28%
Klaytn,$?,$0.163304,5.80%
ELYSIA,$?,$0.003974,1.96%
AAX Token,$?,$0.150584,-3.46%
VeThor Token,$?,$0.000944,7.09%
DMM: Governance,$?,$1.41,17.58%
Whole Network,$?,$0.001488,-6.33%
YottaChain,$?,$0.049133,0.54%
Yobit Token,$?,$848.64,-0.37%
LUCY,$?,$0.104714,0.78%
3x Short XRP Token,$?,$168.30,-3.48%
VinDax Coin,$?,$0.034507,0.87%
Bispex,$?,$0.001588,-5.17%
Balancer,$?,$10.06,6.85%
Buxcoin,$?,$0.710081,-12.15%
Creditcoin,$?,$0.275870,7.29%
Sensorium,$?,$0.202273,0.41%
Polkadot [IOU],$?,$146.92,6.68%
BitCherry,$?,$0.017296,1.63%
TerraKRW,$?,$0.000825,-0.05%
Barkis Network,$?,$1.93,1.47%
Level01,$?,$0.254093,0.42%
Treecle,$?,$0.024646,1.32%
Vinci,$?,$1.15,-1.78%
BTSE,$?,$1.65,3.22%
Exchange Union,$?,$1.12,0.29%
Ystar,$?,$0.032580,-2.07%
Zynecoin,$?,$2.32,1.98%
TopChain,$?,$0.006088,4.37%
Xank,$?,$0.125333,1.07%
Gomics,$?,$0.104932,0.30%
Medium,$?,$0.413383,0.27%
Bananatok,$?,$0.020730,-2.31%
Gstcoin,$?,$0.371941,-1.92%
Binance GBP Stable Coin,$?,$1.26,-0.78%
Coni,$?,$0.010314,-1.77%
Keystone of Opportunity & Knowledge,$?,$0.205947,0.04%
GeoDB,$?,$0.392906,-0.16%
LinkToken,$?,$0.024149,4.03%
PayProtocol,$?,$0.139659,0.16%
3X Long Ethereum Token,$?,$245.42,0.03%
Keep Network,$?,$0.526701,1.03%
NOIZ,$?,$0.027967,-28.91%
RAKUN,$?,$0.008403,12.78%
3X Long Bitcoin Token,$?,"$2,633.81",0.66%
EMOGI Network,$?,$0.000416,5.07%
Ormeus Ecosystem,$?,$0.001389,-23.04%
3X Short Ethereum Token,$?,$0.759691,-0.68%
ShineChain,$?,$0.000597,1.48%
Unknown Fair Object,$?,$1.50,0.41%
3x Short Litecoin Token,$?,"$1,042.75",-0.91%
3X Short TRX Token,$?,$2.91,-7.22%
Kadena,$?,$0.270483,9.04%
3x Long XRP Token,$?,$9.95,3.00%
NNB Token,$?,$0.000676,9.46%
LinkArt,$?,$0.008604,0.49%
BitcoinPoS,$?,$84.20,256.78%
Decentralized Vulnerability Platform,$?,$0.006480,2.16%
DigiFinexToken,$?,$0.163153,0.09%
Filenet,$?,$0.190476,-3.69%
3X Short Bitcoin Token,$?,$1.68,-0.78%
Kingdom Game 4.0,$?,$0.019869,1.15%
3x Long Tezos Token,$?,$991.93,26.92%
3X Long TRX Token,$?,$2.92,6.95%
4THPILLAR TECHNOLOGIES,$?,$0.004075,2.59%
Brazilian Digital Token,$?,$0.184811,0.23%
HelixNetwork,$?,$0.000844,0.97%
Freecash,$?,$0.120442,-0.02%
KNOW,$?,$0.001364,1.45%
INRToken,$?,$0.013476,0.60%
QUEENBEE,$?,$0.006747,1.05%
Blockcloud,$?,$0.000906,4.10%
FinexboxToken,$?,$0.705938,0.47%
Paparazzi,$?,$0.088165,3.20%
Edgeware,$?,$0.005224,-2.38%
3X Long BNB Token,$?,$110.40,10.51%
Bilaxy Token,$?,$0.002130,-1.83%
FinNexus,$?,$0.087661,0.90%
Yuan Chain Coin,$?,$0.006052,1.27%
Gosama,$?,$0.280869,-0.99%
Energy Web Token,$?,$5.69,-1.38%
KingMoney,$?,$291.79,1.65%
BigBang Core,$?,$0.665420,-0.60%
Aitheon,$?,$0.002502,16.52%
3x Long EOS Token,$?,$3.20,0.49%
Hdac,$?,$0.025154,-1.38%
MyToken,$?,$0.001140,-0.19%
QURAS,$?,$0.038098,-4.74%
Aleph.im,$?,$0.067987,-9.44%
Crypto Holding Frank Token,$?,$1.06,-0.04%
Ormeus Cash,$?,$0.027165,-21.89%
CNNS,$?,$0.003564,2.68%
IZEROIUM,$?,$0.014491,30.13%
InnovaMinex,$?,$0.110443,4.53%
Bitscoin,$?,$5.83,0.21%
3x Short EOS Token,$?,$7.31,-0.71%
Enzo,$?,$0.015786,6.13%
BeeKan,$?,$0.000788,32.09%
3x Short Bitcoin SV Token,$?,$0.514129,-1.93%
Rivex,$?,$0.202444,-4.42%
UMA,$?,$2.17,1.67%
3x Long Bitcoin SV Token,$?,$0.919355,2.34%
dForce,$?,$0.286558,2.09%
ACE,$?,$0.003708,-1.93%
ViteX Coin,$?,$0.139499,-0.18%
ARCS,$?,$0.294952,4.31%
UBU,$?,$0.039119,12.87%
Dash Cash,$?,$0.306558,3.04%
3X Short BNB Token,$?,$7.81,-10.72%
ALP Coin,$?,$0.259694,-0.08%
HEIDI,$?,$28.02,0.61%
Spice,$?,$0.000704,-0.38%
HOMT,$?,$0.317721,3.45%
Ravencoin Classic,$?,$0.001047,3.22%
ProBit Token,$?,$0.254126,0.74%
Helium,$?,$0.473960,-0.44%
3x Long Litecoin Token,$?,$2.74,1.24%
3x Long Bitcoin Cash Token,$?,$6.91,-0.52%
Lukki Operating Token,$?,$0.004888,-0.37%
Intelligent Investment Chain,$?,$0.000192,6.50%
Celo,$?,$1.79,-0.67%
Tesra,$?,$0.025938,5.51%
EYES Protocol,$?,$0.003395,0.19%
Dapp Token,$?,$0.000771,-1.69%
Dawn Protocol,$?,$0.106336,-3.18%
Cannadrix,$?,$0.114728,63.34%
KEY,$?,$0.000819,-0.08%
Super Bitcoin,$?,$0.294020,-40.64%
Dfinity (IOU),$?,$8.64,0.06%
FC Barcelona Fan Token,$?,$4.00,-5.19%
3x Short Bitcoin Cash Token,$?,$49.54,0.55%
VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,$?,$0.168724,0.61%
United Bitcoin,$?,$0.981503,2.51%
MATH,$?,$0.186609,-3.30%
CACHE Gold,$?,$57.79,-0.29%
YouLive Coin,$?,$0.000159,0.51%
V-Dimension,$?,$0.623266,-0.11%
SOLBIT,$?,$0.006971,7.19%
CAPITAL X CELL,$?,$0.141981,9.34%
ENTONE,$?,$36.34,4.51%
DARMA Cash,$?,$0.288117,30.40%
Dexter G,$?,$0.433110,-2.91%
WETH,$?,$240.08,-1.95%
Marshal Lion Group Coin,$?,$0.273392,-1.74%
Minter Network,$?,$0.003438,1.63%
Vectorium,$?,$1.75,-4.32%
Axial Entertainment Digital Asset,$?,$0.002696,0.39%
Galatasaray Fan Token,$?,$1.90,-8.33%
CoinMeet,$?,$0.006984,-0.29%
Buzzshow,$?,$0.035240,50.48%
